"","Set","Variable.Name","Subscript.1","Subscript.2","Index","Study.Minimum","Study.Maximum","Model.Value","mu","mu.star","sigma","sem","std.errors","metric"
"94",63,"C_to_RR.Policy_Dur","Loan_P","FP",NA,0,20,NA,0,0,0,0,NA,"EE2035TotalMax"
"95",65,"C_to_RR.Policy_Dur","Loan_P","FT",NA,0,20,NA,0,0,0,0,NA,"EE2035TotalMax"
"96",67,"C_to_RR.Policy_Dur","Loan_P","MTG",NA,0,20,NA,0,0,0,0,NA,"EE2035TotalMax"
"97",75,"C_to_RR.Policy_Dur","Price","F",NA,0,20,NA,0,0,0,0,NA,"EE2035TotalMax"
"98",81,"C_to_RR.Policy_Dur","Price","MTG",NA,0,20,NA,0,0,0,0,NA,"EE2035TotalMax"
"99",91,"C_to_RR.Policy_Dur","FCI_C","F",NA,0,20,NA,0,0,0,0,NA,"EE2035TotalMax"
"100",93,"C_to_RR.Policy_Dur","FCI_C","APR",NA,0,20,NA,0,0,0,0,NA,"EE2035TotalMax"
"101",95,"C_to_RR.Policy_Dur","FCI_C","MTG",NA,0,20,NA,0,0,0,0,NA,"EE2035TotalMax"
"102",97,"C_to_RR.Policy_Dur","FCI_C","FP",NA,0,20,NA,0,0,0,0,NA,"EE2035TotalMax"
"103",2,"C_to_RR.Policy_Start","FCI_P","APR",NA,2011,2015,NA,0,0,0,0,NA,"EE2035TotalMax"
"104",6,"C_to_RR.Policy_Start","FCI_P","F",NA,2011,2015,NA,0,0,0,0,NA,"EE2035TotalMax"
"105",8,"C_to_RR.Policy_Start","FCI_P","FP",NA,2011,2015,NA,0,0,0,0,NA,"EE2035TotalMax"
"106",12,"C_to_RR.Policy_Start","FCI_P","MTG",NA,2011,2015,NA,0,0,0,0,NA,"EE2035TotalMax"
"107",16,"C_to_RR.Policy_Start","FeedstockC","APR",NA,2011,2015,NA,0,0,0,0,NA,"EE2035TotalMax"
"108",20,"C_to_RR.Policy_Start","FeedstockC","F",NA,2011,2015,NA,0,0,0,0,NA,"EE2035TotalMax"
"109",22,"C_to_RR.Policy_Start","FeedstockC","FP",NA,2011,2015,NA,0,0,0,0,NA,"EE2035TotalMax"
"110",24,"C_to_RR.Policy_Start","FeedstockC","FT",NA,2011,2015,NA,0,0,0,0,NA,"EE2035TotalMax"
"111",26,"C_to_RR.Policy_Start","FeedstockC","MTG",NA,2011,2015,NA,0,0,0,0,NA,"EE2035TotalMax"
"112",30,"C_to_RR.Policy_Start","FeedstockP","APR",NA,2011,2015,NA,0,0,0,0,NA,"EE2035TotalMax"
"113",34,"C_to_RR.Policy_Start","FeedstockP","F",NA,2011,2015,NA,0,0,0,0,NA,"EE2035TotalMax"
"114",36,"C_to_RR.Policy_Start","FeedstockP","FP",NA,2011,2015,NA,0,0,0,0,NA,"EE2035TotalMax"
"115",38,"C_to_RR.Policy_Start","FeedstockP","FT",NA,2011,2015,NA,0,0,0,0,NA,"EE2035TotalMax"
"116",40,"C_to_RR.Policy_Start","FeedstockP","MTG",NA,2011,2015,NA,0,0,0,0,NA,"EE2035TotalMax"
"117",44,"C_to_RR.Policy_Start","Loan_C","APR",NA,2011,2015,NA,0,0,0,0,NA,"EE2035TotalMax"
"118",48,"C_to_RR.Policy_Start","Loan_C","F",NA,2011,2015,NA,0,0,0,0,NA,"EE2035TotalMax"
"119",50,"C_to_RR.Policy_Start","Loan_C","FP",NA,2011,2015,NA,0,0,0,0,NA,"EE2035TotalMax"
"120",52,"C_to_RR.Policy_Start","Loan_C","FT",NA,2011,2015,NA,0,0,0,0,NA,"EE2035TotalMax"
"121",54,"C_to_RR.Policy_Start","Loan_C","MTG",NA,2011,2015,NA,0,0,0,0,NA,"EE2035TotalMax"
"122",58,"C_to_RR.Policy_Start","Loan_P","APR",NA,2011,2015,NA,0,0,0,0,NA,"EE2035TotalMax"
"123",62,"C_to_RR.Policy_Start","Loan_P","F",NA,2011,2015,NA,0,0,0,0,NA,"EE2035TotalMax"
"124",64,"C_to_RR.Policy_Start","Loan_P","FP",NA,2011,2015,NA,0,0,0,0,NA,"EE2035TotalMax"
"125",66,"C_to_RR.Policy_Start","Loan_P","FT",NA,2011,2015,NA,0,0,0,0,NA,"EE2035TotalMax"
"126",68,"C_to_RR.Policy_Start","Loan_P","MTG",NA,2011,2015,NA,0,0,0,0,NA,"EE2035TotalMax"
"127",76,"C_to_RR.Policy_Start","Price","F",NA,2011,2015,NA,0,0,0,0,NA,"EE2035TotalMax"
"128",82,"C_to_RR.Policy_Start","Price","MTG",NA,2011,2015,NA,0,0,0,0,NA,"EE2035TotalMax"
"129",92,"C_to_RR.Policy_Start","FCI_C","F",NA,2011,2015,NA,0,0,0,0,NA,"EE2035TotalMax"
"130",94,"C_to_RR.Policy_Start","FCI_C","APR",NA,2011,2015,NA,0,0,0,0,NA,"EE2035TotalMax"
"131",96,"C_to_RR.Policy_Start","FCI_C","MTG",NA,2011,2015,NA,0,0,0,0,NA,"EE2035TotalMax"
"132",98,"C_to_RR.Policy_Start","FCI_C","FP",NA,2011,2015,NA,0,0,0,0,NA,"EE2035TotalMax"
"133",129,"C_to_RR.Startup_Subs","FeedstockC",NA,NA,0,1,0,0,0,0,0,NA,"EE2035TotalMax"
"134",130,"C_to_RR.Startup_Subs","FeedstockP",NA,NA,0,1,0,0,0,0,0,NA,"EE2035TotalMax"
"135",131,"C_to_RR.Startup_Subs","Loan_C",NA,NA,0,1,0.699999988079071,0,0,0,0,NA,"EE2035TotalMax"
"136",132,"C_to_RR.Startup_Subs","Loan_P",NA,NA,0,1,0.699999988079071,0,0,0,0,NA,"EE2035TotalMax"
"137",136,"C_to_RR.Startup_Subs_Vol_Thresh","FeedstockC",NA,NA,0,5,1,0,0,0,0,NA,"EE2035TotalMax"
"138",137,"C_to_RR.Startup_Subs_Vol_Thresh","FeedstockP",NA,NA,0,5,1,0,0,0,0,NA,"EE2035TotalMax"
"139",138,"C_to_RR.Startup_Subs_Vol_Thresh","Loan_C",NA,NA,0,5,1,0,0,0,0,NA,"EE2035TotalMax"
"140",139,"C_to_RR.Startup_Subs_Vol_Thresh","Loan_P",NA,NA,0,5,1,0,0,0,0,NA,"EE2035TotalMax"
